issue,device,severity,urgent,rating,num_reviews,success_rate,experience_years,distance_km,response_time_min,base_price,service_type,availability,selected
not_working,router,medium,yes,4.3,2252,0.45,8,0.84,45,1937,home_service,busy,0
overheating,cctv,low,no,2.7,2040,0.6,10,4.01,10,2478,home_service,busy,0
strange_noise,printer,high,yes,2.8,943,0.48,0,2.97,66,2864,shop_visit,available,0
not_working,laptop,medium,no,3.2,1832,0.47,8,6.89,92,545,home_service,available,1
not_working,cctv,medium,yes,3.2,315,0.81,2,8.64,82,2189,home_service,available,1
broken_screen,scanner,medium,no,4.2,1867,0.36,15,9.0,18,2155,shop_visit,busy,1
not_working,printer,low,no,3.6,173,0.63,5,1.18,31,2237,shop_visit,available,1
slow_performance,desktop,low,yes,2.9,2509,0.5,3,11.86,12,2766,shop_visit,busy,1
power_issue,router,low,no,2.8,1738,0.9,9,3.72,100,1970,shop_visit,available,1
not_working,desktop,medium,no,2.7,402,0.72,15,3.48,69,1223,home_service,available,1
slow_performance,cctv,high,yes,1.5,1745,0.53,7,13.51,86,1661,shop_visit,available,0
strange_noise,scanner,high,yes,2.1,1113,0.58,9,13.91,118,256,home_service,busy,0
broken_screen,desktop,low,yes,3.7,363,0.62,3,14.41,99,1667,shop_visit,available,0
strange_noise,router,low,no,3.2,2089,0.54,9,14.13,31,2136,shop_visit,available,1
not_working,scanner,low,yes,2.8,2887,0.5,14,9.7,81,2757,shop_visit,busy,1
overheating,printer,high,no,3.4,561,0.52,12,0.73,66,231,shop_visit,busy,0
slow_performance,laptop,medium,no,4.9,1094,0.86,5,10.47,112,651,home_service,available,0
wifi_issue,printer,high,yes,3.4,752,0.49,4,5.3,59,888,home_service,busy,0
wifi_issue,cctv,low,yes,2.3,1665,0.53,3,5.53,45,1591,shop_visit,available,1
broken_screen,cctv,medium,yes,4.8,806,0.63,15,8.28,64,949,shop_visit,busy,1
broken_screen,router,medium,yes,3.1,1220,0.92,10,6.5,23,1214,home_service,available,0
overheating,laptop,low,no,2.5,240,0.51,5,5.09,14,1848,home_service,available,0
wifi_issue,cctv,medium,no,2.1,1281,0.77,1,6.59,52,1465,home_service,available,0
slow_performance,printer,low,no,3.0,2529,0.89,8,2.77,113,630,shop_visit,available,0
slow_performance,printer,high,yes,1.9,633,0.87,6,13.42,35,1114,home_service,busy,0
slow_performance,router,high,yes,4.7,19,0.93,15,5.61,27,653,shop_visit,available,1
not_working,desktop,low,yes,3.9,100,0.42,1,14.73,116,1865,home_service,available,0
strange_noise,router,high,yes,1.6,2412,0.39,3,14.54,110,263,home_service,available,0
broken_screen,printer,high,yes,4.7,387,0.35,15,13.47,77,468,home_service,busy,1
wifi_issue,desktop,medium,no,4.9,1587,0.51,15,4.25,25,2732,shop_visit,available,1
slow_performance,router,medium,no,1.6,1794,0.4,6,10.42,63,2168,shop_visit,available,1
wifi_issue,desktop,low,no,2.8,2927,0.58,9,4.98,95,1822,home_service,available,1
strange_noise,printer,high,no,3.4,794,0.8,4,5.54,56,1147,home_service,available,0
slow_performance,cctv,low,yes,3.3,2295,0.42,8,11.63,26,854,home_service,available,0
slow_performance,scanner,low,no,4.3,2079,0.39,11,8.95,9,998,home_service,available,1
power_issue,scanner,medium,yes,2.7,1207,0.51,5,0.61,75,2475,shop_visit,available,0
strange_noise,laptop,high,yes,4.7,1848,0.89,8,8.28,94,1715,home_service,available,0
broken_screen,desktop,medium,yes,3.2,542,0.54,11,10.07,32,2942,shop_visit,available,0
power_issue,desktop,high,no,1.7,303,0.91,6,13.3,54,1034,home_service,available,1
broken_screen,scanner,medium,yes,1.9,1581,0.71,8,3.05,48,2795,shop_visit,busy,1
broken_screen,printer,high,no,4.3,2728,0.92,11,7.21,12,2846,home_service,busy,1
not_working,router,medium,no,3.9,2172,0.91,3,7.18,33,2508,shop_visit,busy,1
not_working,desktop,low,yes,4.5,372,0.77,8,10.94,96,1158,home_service,available,0
strange_noise,router,medium,no,4.4,2606,0.6,9,1.53,60,937,home_service,busy,0
overheating,laptop,high,no,2.1,2571,0.5,2,4.21,87,2383,home_service,busy,1
broken_screen,scanner,high,no,4.6,1606,0.88,12,2.02,16,2626,home_service,busy,1
broken_screen,cctv,high,no,1.7,1530,0.47,8,4.08,104,1392,home_service,busy,1
not_working,laptop,high,yes,4.7,1706,0.92,0,2.16,77,2307,home_service,busy,0
power_issue,router,low,yes,4.3,2070,0.54,5,6.13,96,2024,home_service,available,1
not_working,laptop,medium,yes,3.6,848,0.7,10,14.97,36,2350,shop_visit,busy,0
slow_performance,cctv,high,no,2.3,800,0.4,2,5.14,97,1107,home_service,busy,0
slow_performance,cctv,low,yes,3.6,2410,0.57,9,12.34,45,2713,shop_visit,busy,0
overheating,router,low,no,2.0,1390,0.51,12,14.81,5,2847,home_service,available,0
broken_screen,cctv,low,yes,2.9,1573,0.63,5,5.45,108,2098,home_service,busy,0
power_issue,scanner,high,no,1.6,1914,0.94,7,9.19,84,732,shop_visit,available,1
power_issue,scanner,low,yes,4.8,2615,0.49,5,14.62,65,1476,home_service,busy,1
power_issue,desktop,high,yes,2.0,1566,0.34,6,8.3,32,2588,shop_visit,busy,0
broken_screen,scanner,low,no,1.6,431,0.83,13,8.69,8,711,home_service,available,1
wifi_issue,laptop,medium,yes,4.5,2239,0.7,1,12.7,90,2242,shop_visit,offline,0
wifi_issue,router,low,no,3.1,2123,0.72,1,4.02,46,1815,shop_visit,busy,1
power_issue,router,high,yes,3.5,1932,0.32,12,13.95,99,1655,shop_visit,available,0
slow_performance,desktop,low,yes,3.9,975,0.58,13,11.81,40,220,home_service,busy,0
slow_performance,router,high,yes,1.8,1851,0.92,6,0.77,14,2511,home_service,available,0
power_issue,scanner,high,yes,4.1,1091,0.82,14,14.74,119,882,shop_visit,available,1
not_working,cctv,high,no,3.8,19,0.74,15,12.65,114,631,home_service,available,1
power_issue,desktop,medium,no,2.9,2010,0.47,14,2.19,52,2197,home_service,available,1
power_issue,cctv,medium,no,2.9,2106,0.89,15,6.16,52,1792,shop_visit,available,1
not_working,cctv,medium,yes,4.4,664,0.82,14,3.23,110,1762,shop_visit,available,0
wifi_issue,printer,high,no,3.1,1849,0.77,6,8.05,5,453,home_service,busy,1
slow_performance,router,low,yes,3.5,1412,0.58,14,4.38,39,631,home_service,available,0
not_working,desktop,high,yes,1.6,2610,0.33,15,9.15,68,2709,shop_visit,available,1
slow_performance,laptop,medium,no,1.5,733,0.31,14,9.27,66,631,shop_visit,offline,0
broken_screen,printer,medium,no,1.8,1505,0.39,2,6.14,77,665,home_service,busy,0
strange_noise,cctv,low,yes,3.5,2308,0.76,0,13.96,27,2713,shop_visit,available,1
overheating,desktop,medium,yes,3.5,304,0.52,7,3.35,54,1837,shop_visit,busy,0
not_working,scanner,low,no,3.0,779,0.54,0,2.6,111,1435,shop_visit,busy,1
power_issue,desktop,high,yes,4.4,807,0.65,2,12.89,67,2333,home_service,available,1
wifi_issue,cctv,high,yes,4.2,679,0.46,8,6.13,11,2352,shop_visit,available,0
overheating,laptop,high,yes,3.7,1277,0.55,2,4.2,111,1942,shop_visit,available,0
broken_screen,laptop,low,yes,2.7,2254,0.74,6,2.34,111,254,home_service,busy,1
strange_noise,cctv,low,yes,1.7,1706,0.46,5,14.67,10,1456,shop_visit,offline,0
broken_screen,desktop,high,no,5.0,1820,0.79,10,12.56,5,1602,home_service,available,1
broken_screen,cctv,low,yes,4.5,882,0.91,14,11.86,9,1390,shop_visit,available,0
wifi_issue,desktop,medium,no,4.7,1554,0.68,10,14.99,63,2576,shop_visit,busy,0
wifi_issue,router,low,no,4.9,388,0.87,9,14.11,83,2209,home_service,available,1
slow_performance,printer,high,yes,4.9,2725,0.81,1,11.67,38,428,home_service,available,1
strange_noise,laptop,low,yes,2.0,1442,0.4,1,10.79,36,1995,shop_visit,available,1
power_issue,cctv,high,no,3.0,2225,0.64,11,13.65,64,1220,home_service,available,0
overheating,printer,low,yes,4.4,243,0.55,3,13.33,51,618,shop_visit,available,0
overheating,router,high,no,2.2,2538,0.38,6,13.19,57,812,shop_visit,offline,0
strange_noise,router,medium,no,4.6,17,0.39,13,2.95,99,2144,shop_visit,available,1
not_working,laptop,high,yes,1.6,2875,0.86,14,7.57,26,2011,home_service,offline,1
wifi_issue,cctv,low,no,3.6,1534,0.69,12,2.75,65,2702,shop_visit,offline,1
slow_performance,router,medium,no,2.3,2928,0.57,5,6.78,119,1877,home_service,available,0
broken_screen,laptop,low,no,4.7,2224,0.32,8,9.37,52,842,shop_visit,busy,1
slow_performance,router,high,yes,2.7,1519,0.88,8,14.89,77,2727,home_service,busy,1
wifi_issue,desktop,high,yes,4.4,329,0.8,15,9.89,61,2552,home_service,busy,1
slow_performance,router,high,yes,3.7,2009,0.75,3,3.78,7,2851,home_service,busy,0
overheating,scanner,high,no,3.9,1195,0.33,5,6.98,54,1751,shop_visit,busy,1
strange_noise,laptop,low,no,4.2,527,0.72,7,4.63,53,759,home_service,available,1
power_issue,desktop,high,no,3.4,1946,0.93,5,13.97,22,2957,shop_visit,available,1
strange_noise,desktop,low,yes,1.9,2969,0.44,15,8.99,114,2847,shop_visit,available,0
slow_performance,printer,medium,no,3.4,283,0.39,1,4.09,50,2504,shop_visit,busy,0
overheating,cctv,medium,yes,1.9,924,0.31,1,12.99,119,2024,shop_visit,available,0
wifi_issue,desktop,low,no,4.5,1246,0.64,14,11.9,27,2126,shop_visit,available,1
power_issue,printer,low,yes,4.3,2099,0.74,15,10.98,89,604,home_service,available,1
strange_noise,cctv,high,yes,3.1,790,0.51,9,3.92,72,1636,shop_visit,available,1
slow_performance,desktop,low,no,4.0,1959,0.53,10,2.14,113,2309,home_service,offline,0
overheating,printer,low,no,2.7,2606,0.48,2,2.41,18,2292,home_service,available,1
strange_noise,router,low,no,4.3,1061,0.74,7,5.53,31,2262,home_service,available,1
not_working,printer,medium,no,3.3,923,0.35,8,8.71,47,1279,home_service,available,1
slow_performance,cctv,low,yes,3.4,1952,0.67,5,1.35,32,2627,shop_visit,busy,1
overheating,router,medium,no,2.4,2125,0.59,13,12.17,113,1639,shop_visit,busy,0
broken_screen,scanner,high,yes,2.7,171,0.77,12,2.12,102,1385,shop_visit,busy,1
broken_screen,scanner,high,yes,4.1,2183,0.71,3,9.24,95,2455,shop_visit,busy,0
not_working,laptop,high,yes,2.5,1539,0.62,1,14.4,66,2283,home_service,busy,0
wifi_issue,desktop,low,no,1.8,2424,0.88,8,14.41,97,536,home_service,busy,0
strange_noise,scanner,medium,no,4.4,25,0.9,2,11.92,97,1527,shop_visit,available,1
wifi_issue,router,medium,yes,2.0,2026,0.84,0,6.78,23,505,shop_visit,busy,1
overheating,router,medium,yes,2.5,2580,0.7,15,1.46,7,2417,home_service,available,0
wifi_issue,cctv,medium,no,2.8,1955,0.7,5,2.59,110,491,shop_visit,offline,0
wifi_issue,cctv,medium,no,3.2,2064,0.63,0,6.77,6,2974,shop_visit,offline,0
broken_screen,printer,medium,yes,2.1,2300,0.39,6,14.16,31,1650,home_service,available,0
strange_noise,scanner,high,no,3.2,2473,0.6,11,10.84,33,1809,shop_visit,busy,1
strange_noise,laptop,low,yes,2.7,2776,0.47,4,13.24,75,1828,shop_visit,busy,0
wifi_issue,printer,medium,no,2.9,1654,0.76,9,5.88,84,1962,shop_visit,available,0
power_issue,cctv,low,no,3.6,2120,0.9,10,2.5,39,1793,home_service,busy,1
broken_screen,scanner,medium,yes,2.6,783,0.57,7,0.51,49,2650,shop_visit,available,1
wifi_issue,printer,high,yes,2.6,2190,0.57,0,2.13,118,2706,shop_visit,offline,0
broken_screen,cctv,high,no,3.6,206,0.68,0,7.01,106,1508,home_service,available,1
power_issue,scanner,low,yes,3.7,813,0.38,14,3.15,97,2793,home_service,offline,1
broken_screen,router,medium,yes,3.5,2947,0.78,11,1.82,52,377,home_service,available,1
slow_performance,printer,medium,no,3.2,619,0.55,13,13.29,54,2160,home_service,available,0
broken_screen,printer,low,yes,3.7,2180,0.37,9,2.23,76,2736,shop_visit,available,1
strange_noise,desktop,medium,yes,4.5,932,0.41,1,11.44,80,2297,shop_visit,available,1
broken_screen,printer,high,yes,3.8,2326,0.38,1,1.34,79,506,shop_visit,offline,0
strange_noise,router,medium,no,1.6,628,0.48,13,4.85,76,352,home_service,busy,1
not_working,cctv,high,yes,1.8,1622,0.6,3,6.08,80,2571,home_service,available,0
overheating,scanner,medium,yes,3.3,616,0.47,7,12.81,99,1458,shop_visit,available,0
slow_performance,router,medium,no,4.6,1782,0.8,12,5.51,87,613,shop_visit,available,1
overheating,router,low,no,4.1,1343,0.67,10,5.88,102,418,home_service,available,1
overheating,printer,high,no,2.9,2936,0.62,0,7.7,19,515,home_service,available,0
wifi_issue,router,low,no,4.4,505,0.8,8,14.37,115,1092,home_service,busy,0
strange_noise,laptop,low,yes,1.6,1033,0.89,4,12.6,9,482,shop_visit,busy,1
broken_screen,scanner,medium,no,3.3,1436,0.3,3,9.27,87,2446,home_service,busy,0
strange_noise,laptop,medium,yes,3.9,2077,0.69,10,3.71,79,887,home_service,busy,1
slow_performance,desktop,low,no,4.4,368,0.51,7,9.93,13,2060,home_service,available,1
overheating,laptop,medium,no,3.4,2134,0.65,1,4.85,64,760,home_service,available,1
broken_screen,router,high,yes,2.1,1583,0.4,13,6.64,89,2301,home_service,available,0
not_working,cctv,medium,yes,1.8,1284,0.44,5,10.76,15,1151,shop_visit,busy,1
not_working,router,high,no,3.8,2984,0.47,3,14.59,5,1966,home_service,busy,1
overheating,router,low,yes,2.2,1511,0.71,9,8.88,102,1687,shop_visit,available,1
not_working,desktop,medium,yes,4.9,2545,0.76,7,12.19,50,321,shop_visit,available,1
broken_screen,cctv,low,no,3.6,1430,0.32,3,13.2,112,2843,shop_visit,available,1
slow_performance,cctv,medium,yes,3.1,923,0.48,12,0.97,40,2683,shop_visit,busy,1
power_issue,cctv,low,no,4.9,2530,0.79,15,1.51,88,1050,home_service,busy,1
strange_noise,laptop,high,yes,4.1,2280,0.86,0,8.54,95,2864,shop_visit,offline,0
wifi_issue,cctv,medium,yes,2.9,2078,0.37,1,9.21,106,976,home_service,available,0
slow_performance,scanner,low,yes,1.8,884,0.74,14,13.36,5,1085,home_service,busy,0
broken_screen,cctv,low,no,1.6,634,0.47,3,1.05,11,1780,shop_visit,available,1
wifi_issue,scanner,medium,no,4.5,1437,0.73,10,13.44,79,1331,home_service,available,1
slow_performance,router,high,yes,3.4,1865,0.87,15,3.92,21,2551,shop_visit,offline,0
strange_noise,cctv,low,yes,4.3,2614,0.81,14,13.08,22,2965,home_service,available,1
slow_performance,router,high,no,3.4,1498,0.32,2,2.6,29,767,shop_visit,available,1
strange_noise,laptop,high,yes,4.5,2711,0.93,15,5.68,64,2096,home_service,available,1
overheating,printer,high,yes,2.0,2700,0.65,15,1.03,119,1458,home_service,available,1
strange_noise,laptop,medium,yes,3.8,1862,0.68,4,10.73,32,1375,shop_visit,available,1
slow_performance,printer,low,no,3.2,1104,0.45,12,7.7,35,1549,shop_visit,busy,0
strange_noise,router,high,no,3.3,1969,0.86,1,14.26,17,1643,shop_visit,available,1
broken_screen,laptop,high,no,3.9,1314,0.81,12,6.65,47,1179,shop_visit,available,0
slow_performance,scanner,low,no,3.4,2022,0.43,2,0.95,48,239,shop_visit,available,0
power_issue,printer,low,no,4.0,2970,0.35,14,10.22,37,437,shop_visit,available,0
strange_noise,cctv,medium,no,1.9,2348,0.74,12,10.53,115,2731,home_service,busy,0
slow_performance,laptop,high,yes,2.6,1531,0.89,10,0.75,34,2844,shop_visit,available,1
not_working,router,low,no,2.7,1802,0.54,11,11.42,62,2357,shop_visit,available,0
strange_noise,desktop,high,no,3.9,2397,0.69,11,11.48,82,528,home_service,available,0
not_working,laptop,medium,yes,1.7,2028,0.39,10,1.42,116,758,shop_visit,offline,0
power_issue,laptop,low,yes,2.2,1561,0.48,8,3.1,27,887,shop_visit,available,1
not_working,scanner,high,yes,2.3,664,0.4,5,10.65,36,2558,home_service,available,0
slow_performance,laptop,high,yes,4.7,1231,0.41,11,2.7,80,2273,shop_visit,busy,0
broken_screen,laptop,medium,no,3.2,220,0.7,0,2.57,94,783,shop_visit,busy,0
power_issue,desktop,low,no,4.3,1494,0.56,7,9.82,22,897,shop_visit,available,1
overheating,scanner,low,yes,3.5,1038,0.89,7,11.5,71,2864,home_service,available,1
not_working,laptop,medium,yes,1.5,2720,0.9,5,6.21,20,2273,shop_visit,available,1
slow_performance,laptop,medium,no,1.9,2611,0.86,6,4.87,54,2687,shop_visit,busy,0
overheating,cctv,low,no,3.4,1069,0.7,1,12.89,69,1401,home_service,available,1
strange_noise,laptop,medium,yes,2.1,1469,0.81,5,0.75,39,571,shop_visit,available,1
power_issue,router,medium,no,1.6,563,0.3,12,2.34,87,2739,home_service,available,0
slow_performance,scanner,high,no,3.5,2202,0.63,11,6.15,35,2220,home_service,offline,1
not_working,cctv,medium,no,3.2,170,0.52,3,5.3,76,589,shop_visit,available,1
slow_performance,printer,high,no,3.6,356,0.47,5,1.7,50,2984,shop_visit,available,1
overheating,router,medium,yes,2.9,1798,0.55,3,8.85,97,1493,home_service,available,1
not_working,printer,medium,no,3.8,1035,0.45,15,1.84,48,530,shop_visit,busy,1
slow_performance,desktop,medium,no,4.4,2318,0.39,4,3.62,91,1594,shop_visit,busy,1
broken_screen,cctv,high,yes,1.9,88,0.31,13,8.96,24,316,shop_visit,available,0
overheating,scanner,medium,no,3.1,1227,0.41,0,3.93,26,1273,shop_visit,offline,1
not_working,cctv,medium,yes,2.1,2126,0.64,0,12.05,58,735,shop_visit,available,0
slow_performance,router,high,no,1.8,1683,0.9,13,3.29,43,1646,home_service,busy,0
power_issue,laptop,low,yes,1.9,907,0.49,7,10.77,22,1766,home_service,busy,0
overheating,laptop,high,yes,2.9,795,0.54,1,5.91,69,247,home_service,busy,0
slow_performance,laptop,high,yes,2.4,2188,0.72,9,7.13,27,1368,home_service,offline,0
strange_noise,scanner,high,yes,2.5,2213,0.89,12,9.59,32,2852,shop_visit,available,1
strange_noise,printer,low,yes,2.3,208,0.43,12,13.26,97,2466,home_service,available,1
wifi_issue,cctv,low,no,3.1,994,0.65,9,0.67,30,2003,home_service,available,1
strange_noise,printer,high,no,4.4,2090,0.65,2,13.91,12,2143,shop_visit,available,1
wifi_issue,router,medium,yes,4.3,1319,0.8,7,13.26,10,2135,home_service,available,1
power_issue,printer,medium,yes,2.3,567,0.63,5,4.49,25,2140,shop_visit,available,0
not_working,scanner,medium,no,3.4,1859,0.67,6,9.83,89,1987,home_service,available,1
slow_performance,printer,high,no,4.6,1412,0.46,7,5.75,31,274,home_service,busy,0
strange_noise,laptop,low,yes,5.0,2450,0.79,8,3.65,51,475,home_service,available,1
wifi_issue,laptop,low,yes,2.3,2651,0.33,0,14.6,120,1048,shop_visit,offline,0
broken_screen,desktop,high,no,4.4,930,0.32,4,10.05,68,293,shop_visit,busy,1
wifi_issue,cctv,low,no,4.3,2588,0.8,12,13.68,101,533,shop_visit,busy,0
slow_performance,cctv,medium,no,3.4,1745,0.81,14,10.87,57,1884,home_service,offline,0
not_working,printer,high,yes,2.5,684,0.7,1,6.9,28,423,home_service,available,1
wifi_issue,laptop,medium,no,2.9,972,0.73,1,13.07,66,1538,shop_visit,busy,1
slow_performance,printer,medium,yes,2.3,2438,0.75,0,11.19,36,1450,home_service,available,0
strange_noise,router,high,no,2.6,1610,0.84,9,13.12,80,828,shop_visit,available,0
not_working,router,low,yes,4.0,354,0.49,15,7.04,35,1927,shop_visit,available,0
wifi_issue,scanner,medium,no,2.6,72,0.72,8,13.94,40,1014,shop_visit,available,0
slow_performance,desktop,low,yes,2.9,2126,0.65,11,3.54,42,1672,shop_visit,busy,0
slow_performance,cctv,low,no,3.4,291,0.63,2,2.02,56,283,home_service,busy,0
not_working,cctv,medium,yes,1.5,2567,0.8,9,11.07,109,2224,shop_visit,available,1
strange_noise,laptop,medium,no,2.4,2431,0.57,13,2.56,46,1610,home_service,busy,0
strange_noise,laptop,high,no,3.6,1614,0.95,2,8.34,14,2882,home_service,available,1
not_working,cctv,medium,no,2.0,12,0.67,11,3.54,102,1663,shop_visit,available,0
not_working,cctv,low,yes,3.6,2711,0.31,10,0.67,107,2359,home_service,offline,1
wifi_issue,cctv,high,yes,3.6,1590,0.82,15,5.07,109,291,shop_visit,available,0
power_issue,desktop,low,no,3.9,103,0.34,13,12.18,67,1060,shop_visit,available,0
power_issue,laptop,high,no,1.8,2439,0.34,14,7.3,82,2377,shop_visit,available,1
power_issue,desktop,medium,no,4.4,1124,0.34,1,8.12,57,2826,home_service,available,0
overheating,printer,high,yes,4.3,251,0.57,15,9.86,57,1713,home_service,busy,1
overheating,desktop,high,yes,3.7,565,0.63,13,4.33,46,1920,shop_visit,busy,0
slow_performance,router,high,no,5.0,1457,0.68,3,9.65,48,2783,shop_visit,busy,1
broken_screen,scanner,medium,no,2.8,2239,0.88,10,8.27,66,1426,shop_visit,busy,1
strange_noise,scanner,high,no,2.0,622,0.47,15,3.22,74,1297,home_service,available,0
overheating,router,medium,yes,2.9,1421,0.34,5,3.82,111,2738,home_service,available,1
slow_performance,laptop,low,yes,4.9,2167,0.84,9,6.92,79,1385,shop_visit,available,1
wifi_issue,laptop,low,yes,4.2,1808,0.57,14,0.74,72,1692,shop_visit,busy,1
wifi_issue,laptop,medium,no,5.0,1745,0.88,10,14.07,102,616,home_service,available,1
power_issue,printer,medium,yes,3.7,310,0.49,4,9.31,113,1611,home_service,offline,0
broken_screen,scanner,medium,no,4.4,103,0.88,3,5.44,59,1600,home_service,available,1
overheating,scanner,high,no,3.3,1811,0.81,8,3.18,11,1608,home_service,available,1
power_issue,desktop,medium,no,3.8,2595,0.37,15,3.71,97,2987,shop_visit,busy,0
overheating,router,high,no,3.5,1651,0.89,0,4.05,17,2442,home_service,available,0
overheating,laptop,low,yes,4.4,2573,0.31,12,7.58,62,1591,home_service,available,1
slow_performance,scanner,low,no,4.6,479,0.41,7,3.1,116,2000,shop_visit,available,0
wifi_issue,desktop,high,no,2.0,873,0.66,8,9.52,68,1811,shop_visit,busy,1
wifi_issue,desktop,medium,yes,3.6,1092,0.87,8,10.15,83,2453,shop_visit,busy,1
broken_screen,desktop,high,no,3.9,318,0.91,10,4.72,23,566,shop_visit,busy,1
broken_screen,scanner,low,no,1.8,1267,0.66,0,7.8,33,2279,home_service,available,0
power_issue,printer,medium,no,4.3,494,0.43,10,7.76,92,2983,shop_visit,available,0
strange_noise,laptop,high,no,4.0,440,0.46,12,12.95,51,560,shop_visit,available,0
overheating,printer,high,no,4.4,2810,0.45,1,10.55,39,2138,shop_visit,available,1
strange_noise,scanner,medium,yes,4.8,2657,0.59,13,14.27,100,2288,shop_visit,available,1
broken_screen,printer,high,no,4.3,204,0.61,5,2.68,15,481,shop_visit,busy,1
not_working,desktop,low,yes,3.7,1443,0.71,4,9.0,29,2443,shop_visit,busy,0
power_issue,desktop,high,yes,4.1,2797,0.8,14,13.41,91,869,shop_visit,available,1
wifi_issue,cctv,medium,yes,1.7,262,0.92,13,6.17,23,2550,shop_visit,available,0
broken_screen,router,high,yes,3.0,2507,0.42,5,7.06,60,1562,shop_visit,available,0
slow_performance,cctv,high,yes,4.4,97,0.82,15,11.4,57,2503,shop_visit,busy,0
strange_noise,laptop,low,yes,2.5,559,0.89,10,4.6,92,709,shop_visit,available,1
power_issue,scanner,high,yes,4.8,1908,0.63,10,2.63,64,2575,home_service,busy,1
slow_performance,laptop,high,no,2.6,748,0.7,10,6.92,51,1963,home_service,available,0
not_working,laptop,low,no,4.5,946,0.74,2,7.23,105,1485,shop_visit,available,0
overheating,cctv,low,no,3.4,1009,0.91,0,9.26,30,1487,home_service,busy,1
wifi_issue,desktop,high,yes,4.5,2881,0.57,4,5.43,120,771,home_service,busy,1
strange_noise,desktop,medium,no,4.4,2979,0.83,2,14.02,18,2268,shop_visit,available,1
slow_performance,printer,medium,yes,2.3,307,0.79,6,7.97,70,2111,home_service,available,0
broken_screen,router,low,no,4.0,1753,0.51,5,8.55,119,2572,home_service,available,0
wifi_issue,printer,medium,yes,2.8,329,0.92,6,11.77,43,2937,home_service,available,1
overheating,cctv,high,no,3.7,2964,0.4,10,8.94,46,1377,shop_visit,busy,0
broken_screen,router,high,yes,2.1,2087,0.81,2,6.44,96,1362,home_service,available,0
wifi_issue,router,high,yes,4.9,746,0.9,5,14.94,55,2222,home_service,available,1
broken_screen,printer,medium,no,4.2,1835,0.85,6,2.7,75,2993,shop_visit,available,1
strange_noise,scanner,low,no,2.0,1835,0.9,6,2.03,36,1014,home_service,available,1
overheating,scanner,low,no,2.5,851,0.35,6,1.64,8,666,home_service,available,0
wifi_issue,router,medium,yes,2.2,2374,0.5,2,7.47,23,2278,home_service,available,1
power_issue,laptop,medium,yes,4.1,1388,0.39,9,9.85,62,929,home_service,available,1
overheating,desktop,high,no,2.8,1996,0.95,4,8.71,56,2434,shop_visit,available,0
overheating,printer,low,no,1.6,2575,0.88,3,10.78,14,1627,shop_visit,available,0
power_issue,printer,high,no,4.7,1837,0.76,8,2.85,73,2389,home_service,offline,1
overheating,desktop,low,no,3.4,1085,0.79,9,4.67,69,234,shop_visit,busy,0
overheating,laptop,low,yes,2.4,1469,0.52,5,8.33,39,1265,home_service,available,0
wifi_issue,laptop,medium,yes,4.8,1836,0.85,13,7.85,31,2880,home_service,busy,1
broken_screen,scanner,medium,no,5.0,163,0.65,6,14.64,106,2440,shop_visit,offline,0
power_issue,laptop,low,yes,3.4,2210,0.85,5,7.49,41,531,shop_visit,busy,0
slow_performance,scanner,low,no,4.3,2235,0.87,15,1.91,96,1375,shop_visit,busy,0
overheating,cctv,medium,no,4.2,457,0.61,12,8.98,80,639,home_service,busy,1
wifi_issue,cctv,medium,yes,3.4,265,0.74,11,9.97,32,2450,shop_visit,busy,1
wifi_issue,cctv,high,no,4.8,693,0.4,7,6.27,23,1045,shop_visit,available,1
power_issue,router,high,yes,4.7,1628,0.43,0,2.37,49,923,home_service,available,1
not_working,printer,high,no,4.9,1208,0.77,10,5.76,28,515,shop_visit,busy,1
power_issue,desktop,low,no,3.1,1851,0.34,14,14.42,92,1758,home_service,available,0
overheating,cctv,medium,no,4.2,2933,0.84,12,1.54,99,2745,home_service,available,1
overheating,desktop,high,no,2.6,665,0.38,5,9.59,12,274,shop_visit,available,1
strange_noise,printer,low,yes,3.6,299,0.59,0,12.19,114,2156,shop_visit,available,1
power_issue,printer,low,no,1.7,1526,0.39,10,6.28,119,1406,shop_visit,available,0
overheating,scanner,low,no,4.4,789,0.52,6,5.28,52,2068,home_service,busy,1
broken_screen,desktop,low,yes,4.4,2949,0.46,13,2.85,31,2163,shop_visit,available,1
overheating,desktop,high,no,4.7,1171,0.52,9,6.01,11,1018,shop_visit,available,0
wifi_issue,printer,high,no,2.8,76,0.52,2,11.9,55,2014,home_service,offline,0
strange_noise,cctv,high,no,2.2,2504,0.81,13,10.04,114,1588,home_service,available,1
slow_performance,printer,low,no,3.8,319,0.86,9,13.96,106,2052,home_service,available,1
slow_performance,printer,medium,yes,4.7,1312,0.61,1,12.75,99,2742,shop_visit,available,1
not_working,desktop,high,no,2.3,1453,0.7,14,4.86,49,448,shop_visit,available,0
overheating,printer,low,no,1.7,65,0.94,13,1.72,94,830,home_service,available,0
not_working,router,low,yes,4.2,721,0.86,11,13.11,100,976,shop_visit,busy,1
broken_screen,laptop,medium,yes,2.4,2112,0.58,3,5.7,10,757,shop_visit,busy,0
slow_performance,router,low,no,1.8,857,0.5,8,6.13,102,2345,shop_visit,offline,0
power_issue,laptop,high,no,4.1,2691,0.85,8,4.3,99,2742,home_service,available,1
wifi_issue,scanner,medium,no,3.3,766,0.68,5,8.86,63,1089,shop_visit,available,0
